Total Admissions Per 100k (1982)
STATE,YEAR,VALUE
FEDERAL,1982,6.776186935495185
HAWAII,1982,23.2440199475953
NEW HAMPSHIRE,1982,29.755718215458835
NORTH DAKOTA,1982,37.2215113428445
MINNESOTA,1982,37.27515697924064
WEST VIRGINIA,1982,41.23918625442526
NEBRASKA,1982,43.93770329090237
MASSACHUSETTS,1982,44.167498958624286
PENNSYLVANIA,1982,45.10717576399804
RHODE ISLAND,1982,45.58912149238871
WISCONSIN,1982,48.72201973072625
MAINE,1982,49.61809899338602
UTAH,1982,51.40177320074542
NEW JERSEY,1982,61.71476340677875
IOWA,1982,62.77303065629844
VERMONT,1982,65.68985910392097
MONTANA,1982,66.04559758205949
WASHINGTON,1982,66.6193542201806
COLORADO,1982,67.4818050631605
SOUTH DAKOTA,1982,69.64796645313749
NEW YORK,1982,72.29211426406532
WYOMING,1982,74.84054422306036
MISSOURI,1982,75.62731314495208
NEW MEXICO,1982,76.77090008930942
MICHIGAN,1982,78.53934158382224
INDIANA,1982,81.10961612565242
IDAHO,1982,84.8287045547674
ILLINOIS,1982,86.31398910780486
KENTUCKY,1982,86.82134512814972
CONNECTICUT,1982,88.75421072785461
LOUISIANA,1982,88.98138030729247
CALIFORNIA,1982,89.93140539567482
TENNESSEE,1982,91.88476114159229
KANSAS,1982,93.99435617405906
ARKANSAS,1982,102.42958619754788
OHIO,1982,105.16809185405127
ARIZONA,1982,107.6173721429491
OREGON,1982,109.30917949445349
ALABAMA,1982,113.95545419388172
VIRGINIA,1982,114.49623567909521
OKLAHOMA,1982,119.86454651246571
MARYLAND,1982,122.01998409957727
MISSISSIPPI,1982,124.18060357640137
DELAWARE,1982,131.52294557987764
SOUTH CAROLINA,1982,133.02751864551988
ALASKA,1982,136.78490962187314
TEXAS,1982,137.90635673751768
FLORIDA,1982,142.29231195593482
NORTH CAROLINA,1982,157.58112229657414
NEVADA,1982,163.23613655570617
GEORGIA,1982,172.89187142706947
DISTRICT OF COLUMBIA,1982,429.0634086651571
