Total Admissions Per 100k (2013)
STATE,YEAR,VALUE
DISTRICT OF COLUMBIA,2013,0
FEDERAL,2013,17.23063298252267
MASSACHUSETTS,2013,38.6682811321499
MAINE,2013,71.59516435268486
RHODE ISLAND,2013,78.6487255007318
CALIFORNIA,2013,99.90211705616754
HAWAII,2013,100.70837731312328
UTAH,2013,106.82994630580046
NEW JERSEY,2013,114.37928142753074
NEW YORK,2013,117.09760971978858
NEW HAMPSHIRE,2013,126.48672909398779
WISCONSIN,2013,128.17983416548938
SOUTH CAROLINA,2013,134.89460063470204
VIRGINIA,2013,140.8647638947485
OREGON,2013,141.04092425952243
MINNESOTA,2013,142.05646098613013
NORTH CAROLINA,2013,142.9723214521439
MICHIGAN,2013,145.71090124501524
MARYLAND,2013,156.16951383531344
CONNECTICUT,2013,158.4781206202309
NEBRASKA,2013,158.57504029936055
PENNSYLVANIA,2013,161.25975345944406
NORTH DAKOTA,2013,169.75558237361986
NEW MEXICO,2013,171.1515009684518
FLORIDA,2013,172.05155665207033
WYOMING,2013,175.05981210246836
IOWA,2013,175.25148717842518
KANSAS,2013,182.345487510699
NEVADA,2013,188.6287980227487
OHIO,2013,190.1163687099466
COLORADO,2013,192.5644132233005
WEST VIRGINIA,2013,193.01042331785942
GEORGIA,2013,194.93269077668538
ARIZONA,2013,205.26289102867466
OKLAHOMA,2013,208.82633419277366
TENNESSEE,2013,212.60847866171963
SOUTH DAKOTA,2013,219.79530748262766
IDAHO,2013,230.87382205967734
MONTANA,2013,234.83867154600483
ILLINOIS,2013,240.80635702078885
ALABAMA,2013,246.4560436036661
MISSISSIPPI,2013,271.1948721703313
TEXAS,2013,289.19934152023166
INDIANA,2013,292.22776416388496
VERMONT,2013,296.8258781098894
ARKANSAS,2013,307.0920765986579
WASHINGTON,2013,307.92927567265485
MISSOURI,2013,314.2697319450426
DELAWARE,2013,341.2372036048648
KENTUCKY,2013,362.0917367321193
LOUISIANA,2013,364.8926487470462
ALASKA,2013,531.3331483325443
