Total Admissions Per 100k (2018)
STATE,YEAR,VALUE
DISTRICT OF COLUMBIA,2018,0
FEDERAL,2018,13.770013552143459
MASSACHUSETTS,2018,28.904041335531872
RHODE ISLAND,2018,58.63909998439443
MAINE,2018,67.99142859704543
CALIFORNIA,2018,89.31405265484315
NEW JERSEY,2018,90.36293346145038
NEW HAMPSHIRE,2018,97.82831462529617
NEW YORK,2018,98.1055928733543
MICHIGAN,2018,113.16622840430315
SOUTH CAROLINA,2018,113.6084916840197
UTAH,2018,118.09161669732579
WISCONSIN,2018,121.37124739918755
CONNECTICUT,2018,121.56191526493528
NEBRASKA,2018,126.31733901148002
HAWAII,2018,127.06873890788468
MARYLAND,2018,127.32680889626158
MINNESOTA,2018,130.5251534481434
OREGON,2018,133.46177607485888
FLORIDA,2018,133.93382184646697
VIRGINIA,2018,136.8564345828708
PENNSYLVANIA,2018,141.2970658371242
NORTH CAROLINA,2018,166.13666524776522
GEORGIA,2018,168.60156994526818
NEW MEXICO,2018,171.37310372868933
OHIO,2018,177.32240769063228
COLORADO,2018,178.45467103872417
INDIANA,2018,179.7402761975039
ILLINOIS,2018,179.99259089496337
IOWA,2018,184.68733217263465
WYOMING,2018,185.7246463356164
TENNESSEE,2018,188.1828830385775
ARIZONA,2018,193.2750166419257
NORTH DAKOTA,2018,200.90069821873308
NEVADA,2018,208.7403341427212
WEST VIRGINIA,2018,212.31210876759297
KANSAS,2018,224.90086742080126
OKLAHOMA,2018,236.84536880950142
ALASKA,2018,239.3421548659006
MISSISSIPPI,2018,249.08505857968947
MONTANA,2018,260.9420081803249
DELAWARE,2018,262.20802732919
TEXAS,2018,274.3412487942848
MISSOURI,2018,282.6595229996089
IDAHO,2018,285.2569364636349
ALABAMA,2018,287.07795275284474
ARKANSAS,2018,317.60304596318633
WASHINGTON,2018,329.4897507043575
LOUISIANA,2018,337.57670100588456
VERMONT,2018,394.5399880887563
KENTUCKY,2018,456.0467030495466
SOUTH DAKOTA,2018,485.5849065158376
