Total Admissions Per 100k (2015)
STATE,YEAR,VALUE
DISTRICT OF COLUMBIA,2015,0
FEDERAL,2015,14.772937066970753
MASSACHUSETTS,2015,32.95350215220662
RHODE ISLAND,2015,60.399622076345885
MAINE,2015,66.0484094219034
CALIFORNIA,2015,88.87510985489828
UTAH,2015,93.76087938292056
NEW JERSEY,2015,104.20837746049263
NEW YORK,2015,107.35615464923832
HAWAII,2015,109.10846093504973
WISCONSIN,2015,112.27900917932881
NEW HAMPSHIRE,2015,120.546396835131
NEBRASKA,2015,122.50882031863897
SOUTH CAROLINA,2015,125.95621127311155
OREGON,2015,129.56142464948297
MICHIGAN,2015,130.98413154003558
VIRGINIA,2015,140.30788287667662
MINNESOTA,2015,147.09648837418578
FLORIDA,2015,150.2175097842898
CONNECTICUT,2015,155.28201118052758
PENNSYLVANIA,2015,158.52368868806357
NORTH CAROLINA,2015,162.49449107928245
WYOMING,2015,162.59829689800668
MARYLAND,2015,164.2747462249024
GEORGIA,2015,168.64646211499718
COLORADO,2015,170.4549411407231
IOWA,2015,177.34248130301268
NEW MEXICO,2015,191.64465742558303
OHIO,2015,193.50883886688706
KANSAS,2015,203.73390812947062
TENNESSEE,2015,205.2331265598725
WEST VIRGINIA,2015,210.88557844140973
ILLINOIS,2015,211.31423457007563
NORTH DAKOTA,2015,211.777357658004
MISSISSIPPI,2015,216.0521572966645
ARIZONA,2015,217.88017542305175
NEVADA,2015,220.28161316154964
ALABAMA,2015,231.67418504998682
MONTANA,2015,232.53810207473944
IDAHO,2015,247.5633410476576
INDIANA,2015,247.6101563821816
OKLAHOMA,2015,249.30087862516612
TEXAS,2015,272.4914971775209
VERMONT,2015,274.26274914462607
MISSOURI,2015,299.4573014455743
WASHINGTON,2015,305.0896671585533
SOUTH DAKOTA,2015,314.28042247303046
ARKANSAS,2015,319.11850229198535
DELAWARE,2015,335.96424274843696
LOUISIANA,2015,338.8767993998361
KENTUCKY,2015,439.44849056245613
ALASKA,2015,578.387718842087
