Total Admissions Per 100k (2014)
STATE,YEAR,VALUE
DISTRICT OF COLUMBIA,2014,0
FEDERAL,2014,16.19785387468421
MASSACHUSETTS,2014,38.025868857747376
MAINE,2014,58.19159469779842
RHODE ISLAND,2014,79.22871415398232
UTAH,2014,99.59556927141985
CALIFORNIA,2014,99.90335674247794
WISCONSIN,2014,106.83337605973638
NEW JERSEY,2014,107.23665625253476
NEW YORK,2014,112.45186232286298
SOUTH CAROLINA,2014,130.24363049877888
HAWAII,2014,132.64664216613446
NEW HAMPSHIRE,2014,133.85458237144195
OREGON,2014,134.45034417323492
MICHIGAN,2014,139.6081908988376
MINNESOTA,2014,144.32381014858794
NEBRASKA,2014,145.8408517020701
VIRGINIA,2014,146.9682351885696
MARYLAND,2014,154.92586097298928
NORTH DAKOTA,2014,157.27225273907953
PENNSYLVANIA,2014,157.9156170826644
CONNECTICUT,2014,158.50742226783223
KANSAS,2014,159.64071885155101
FLORIDA,2014,161.06430221194606
NORTH CAROLINA,2014,161.08264269661476
WYOMING,2014,162.28625034879562
IOWA,2014,176.07911619934308
NEW MEXICO,2014,182.1083136904408
GEORGIA,2014,182.7708536790322
COLORADO,2014,190.18399638825915
OHIO,2014,191.3807835891215
WEST VIRGINIA,2014,192.29043963063805
NEVADA,2014,206.96706948225477
ARIZONA,2014,217.39634232213876
MISSISSIPPI,2014,219.6334832848432
TENNESSEE,2014,229.0150231656506
ILLINOIS,2014,230.9057511385357
ALABAMA,2014,239.28846942607268
MONTANA,2014,239.6493089444
OKLAHOMA,2014,260.6721778542881
INDIANA,2014,264.3532410519861
SOUTH DAKOTA,2014,271.45661792715447
VERMONT,2014,274.03513139960614
TEXAS,2014,280.3394952798458
IDAHO,2014,282.11083266440863
WASHINGTON,2014,295.0210506788189
MISSOURI,2014,313.67561356813593
ARKANSAS,2014,319.4140715467293
LOUISIANA,2014,353.96014690055824
DELAWARE,2014,360.6188021983425
KENTUCKY,2014,419.2178602850328
ALASKA,2014,522.0351498238165
